Concepto,Respuesta,Codigo
cadáver,cuerpo en descomposición,descomposicion
cadáver,se entierran en un cementerio,cementerio
cadáver,cuerpo frío,rigor_mortis
cadáver,se queman y vuelven cenizas ,cremacion
cadáver,restos de una persona que vivió,difunto
cadáver,con el paso del tiempo huele mal,descomposicion
cadáver,con el paso del tiempo se vuelve amarillento,descomposicion
cadáver,suelen dar miedo,miedo
arreglo,implica reparar algo roto,reparar
arreglo,implica remodelar algo en mal estado,remodelar
arreglo,implica ordenar ,ordenado
arreglo,hay gente que se dedica a arreglar cosas,reparar
arreglo,implica ajustar algo en mal estado,reparar
arreglo,implica colocar algo de forma correcta,ordenado
emoción,es personal,subjetivo
emoción,puede ser positiva,positivo
emoción,puede ser negativa ,negativo
emoción,es un sentimiento,sentimientos
emoción,sensación que puede ser intensa,sensaciones
emoción,es una reacción a un estímulo,reaccion
emoción,expresión ,expresion
emoción,estabilidad,estabilidad
emoción,puede generar un cambio físico,cambio_fisiologico
emoción,existen distintos tipos,diversidad
detalle,parte que contribuye a completar una cosa,fragmentado
detalle,a veces hacen la diferencia,diferenciador
detalle,hay gente considerada muy detallista,personalidad
detalle,minuciosidad,meticuloso
detalle,intención,intencion
detalle,importante,relevancia
detalle,pequeño,pequeno
detalle,a veces son desapercibidos,desapercibido
detalle,elemento,elemento
detalle,fracción ,fragmentado
entidad,un ser,ente
entidad,algo que existe,existencia
entidad,asociación de personas que se dedican a hacer algo ,empresa
entidad,un alma,inmaterial
entidad,tiene valor ,relevancia
llanura,plano,plano
llanura,valle,paisaje
llanura,desierto,paisaje
llanura,seco,sequia
llanura,deforestacion,deforestacion
llanura,grieta,agujero
llanura,piedras,materia_prima
llanura,tierra,terrestre
llanura,sequedad,sequia
llanura,inerte,estatico
estatua,roca,materia_prima
estatua,marmol,materia_prima
estatua,escultura,escultura
estatua,arte,arte
estatua,replica,imitacion
estatua,representación,representativo
estatua,museo,museo
estatua,miguel angel,artista
estatua,romanticismo,periodo_historico
monarca,reina isabel,personaje_historico
monarca,reinado ,monarquia
monarca,príncipes y princesas ,principes
monarca,europa,europa
monarca,historia,historia
monarca,descendientes,descendencia
monarca,autoritarismo,autoridad
monarca,real,realeza
monarca,regio,extraordinario
monarca,oro,tesoros
cadáver,muerte,muerte
cadáver,abuso,abuso
cadáver,asesino,crimen
cadáver,entierro,inhumacion
cadáver,funebre,difunto
cadáver,halloween,festividad
cadáver,huesos,huesos
cadáver,degradación,descomposicion
cadáver,terror,miedo
cadáver,calavera,calavera
poblado,organización,asociacion
poblado,jerarquia,jerarquia
poblado,pueblo,comunidad
poblado,sociedad,comunidad
poblado,comunión,reunion
poblado,infraestructura,edificacion
poblado,personas,personas
poblado,familias,familia
poblado,identidad,identidad
poblado,calles,ruta
capilla,iglesia,iglesia
capilla,abuso,abuso
capilla,pedofilia,parafilia
capilla,curas,sacerdote
capilla,papas,sacerdote
capilla,catolicismo,religion
capilla,herejia,herejia
capilla,el chuña,personaje_televisivo
capilla,crucificación,ritual
bandera,patria,nacion
bandera,patriotismo,patriotismo
bandera,cultura,cultural
bandera,identificación,identidad
bandera,amor a los suyo,patriotismo
bandera,terrenal,terreno_delimitado
bandera,fiestas patrias,festividad
bandera,colores,colores
bandera,rectangular,figura_geometrica
bandera,asta,asta
planeta,Tierra,terrestre
planeta,venus,astros
planeta,marte,astros
planeta,mercurio,astros
planeta,saturno,astros
planeta,jupiter,astros
planeta,oxigeno,elemento_quimico
planeta,pluton,astros
planeta,galaxia,galaxias
planeta,planta,naturaleza
capitán,barco,embarcacion
capitán,equipo,equipo
capitán,deporte,deporte
capitán,fútbol,deporte
capitán,responsabilidad,responsabilidad
capitán,ejemplar,ejemplo_a_seguir
capitán,quien da ordenes,autoridad
capitán,toma de descisiones,responsabilidad
capitán,sabiduria,conocimiento
capitán,confianza,confianza
palacio,castillo,castillo
palacio,edificio,arquitectura
palacio,amplio,amplitud
palacio,alcazar,accesible
palacio,piedras,materia_prima
palacio,marmol,materia_prima
palacio,mega construcciones,arquitectura
palacio,poder,poder
palacio,prudencia,prudente
palacio,frio,gelido
detalle,algo bonito,belleza
detalle,llama la atención,notorio
detalle,pequeño ,pequeno
detalle,simple,simplicidad
detalle,flor,conjunto_floral
detalle,rigurosidad,rigurosidad
detalle,preocupación,preocupacion
detalle,característica,caracteristica
detalle,específico,especifico
sanidad,corona virus,virus_infeccioso
sanidad,limpio,higiene
sanidad,cuidado,precaucion
sanidad,salúd,bienestar
sanidad,hospital,hospital
sanidad,esteril,higiene
sanidad,alcohol,elemento_quimico
sanidad,cloro,elemento_quimico
sanidad,salud mental ,salud_mental
sanidad,ejercicio,ejercicio
mandato,obligaciones,deberes
mandato,resposabilidad,responsabilidad
mandato,esfuerzo,esfuerzo
mandato,ley,leyes
mandato,ordenes,imposicion
mandato,autoridad,autoridad
mandato,jurisdicción,juridico
mandato,orden,imposicion
mandato,imperativo,imposicion
mandato,instrucción,instrucciones
entidad,alguien,ente
entidad,aliens,alienigenas
entidad,un ente,ente
entidad,grupo,grupo
entidad,colectivo,comunidad
entidad,sociedad,comunidad
entidad,agrupación,grupo
entidad,junta,grupo
entidad,corporación,empresa
entidad,sindicato,empresa
reserva,hotel,hotel
reserva,represa,represa
reserva,motel,hotel
reserva,anticipación,predecible
reserva,guardar,almacenar
reserva,cupo,admision
reserva,austeridad,austeridad
reserva,arrendar,arriendo
reserva,reservar,planificar
reserva,apichangarse,refran_popular
fortuna,casino,casino
fortuna,dinero,dinero
fortuna,suerte,suerte
fortuna,farkas,personaje_televisivo
fortuna,ludopata,adicciones
fortuna,apuesta,apuestas
fortuna,ganancias,beneficios
fortuna,sueldo,remuneracion
fortuna,billetes,dinero
fortuna,trabajo,oficio
regreso,regreso del jedi,pelicula
regreso,volver,retorno
regreso,de nuevo,reiterado
regreso,viaje en el tiempo,viaje
regreso,repetir,reiterado
regreso,retorno ,retorno
regreso,retroceder,retroceso
regreso,giro,girar
regreso,error,equivocacion
regreso,vidas pasadas,pseudociencia
entorno,lo que me rodea,ambiente
entorno,contexto,contextual
entorno,ambiente,ambiente
entorno,naturaleza,naturaleza
entorno,paisaje,paisaje
entorno,familia,familia
entorno,amigos,amistad
entorno,comuna,terreno_delimitado
entorno,comunidad,comunidad
entorno,espacio,espacio
alcance,hasta donde llegare,destino
alcance,altura,estatura
alcance,distancia,distancia
alcance,metas,objetivos
alcance,determinismo,confianza
alcance,limitaciones,limitaciones
alcance,ser realista,realismo
alcance,planes,planificar
alcance,estrategia,estrategia
alcance,anhelos,deseos
malicia,alcohol,bebida_alcoholica
malicia,drogas,drogas
malicia,ilegal,ilegal
malicia,adicción ,adicciones
malicia,consumo,consumo
malicia,vil,malefico
malicia,maligno,malefico
malicia,dañino,lastimar
malicia,abuso,abuso
malicia,cruela de vil,personaje_animado
costura,Unión de dos trozos de algo,enhebrar
costura,Se usa aguja,aguja
costura,Necesita hilo,material_textil
costura,Hay puntadas,tejer
costura,Punto de mayor debilidad en una tela,fragil
lágrima,líquido que sale de los ojos,liquido
lágrima,trozo de cristal de una lámpara,cristal
lágrima,secreción,secrecion
lágrima,gota,gota_de_agua
lágrima,humedad,humedo
lágrima,permiten la limpieza del ojo,higiene
lágrima,salen del lagrimal,lagrimal
palanca,palo para hacer fuerza,dispositivo_mecanico
palanca,permite levantar objetos pesados,levantador
palanca,fabricadod e madera o metal,material_construccion
palanca,uso doméstico o industrial,industria
palanca,uso doméstico o industrial,domestico
palanca,asociado al torque,dispositivo_mecanico
vinagre,amargo,sabor
vinagre,derivado del vino,bebida_alcoholica
vinagre,usado para condimentar ensaladas,condimento
vinagre,producto de la descomposición de algo,descomposicion
vinagre,olor desagradable,desagrado
vinagre,mal carácter,frustacion
vinagre,el que se dedica a amargar a su entorrno,desagrado
vinagre,líquido agrio,liquido
vinagre,aceto,condimento
vinagre,escabeche,comida
mejilla,cara,rostro
mejilla,parte blanda de cara,partes_del_rostro
mejilla,zona lateral de la cara,partes_del_rostro
mejilla,cachetes,partes_del_rostro
cigüeña,Ave flaca,aves
cigüeña,Traía a los hijos,cuento_infantil
cigüeña,Color blanco,color_claro
cigüeña,Tiene plumas,plumaje
cigüeña,Forma estilizada,delgado
cigüeña,Hay en el estero,simbolos
cigüeña,Mito infantil,cuento_infantil
cigüeña,Pone huevos,oviparos
cigüeña,Ave estacional,aves
cigüeña,Ave carnívora,aves
vampiro,muerto viviente,personaje_ficticio
vampiro,se alimenta de sangre,hematodixia
vampiro,inmortal,inmortal
vampiro,ser legendario,mitologia
vampiro,viste de negro,vestimenta
vampiro,muere por estaca,mitologia
vampiro,no soporta el sol,mitologia
panteón,cementerio,cementerio
panteón,conjunto de dioses antiguos,mitologia
panteón,lugar,localidad
panteón,templo,iglesia
panteón,relacionado con la muerte,muerte
granito,arena,mineral
granito,piedra,materia_prima
granito,material para hacer cubiertas,material_construccion
granito,esculturas,escultura
granito,erupción cutánea,erupcion_cutanea
granito,pequeñas partículas sólidas,solido
granito,roca,materia_prima
padrino,película,pelicula
padrino,encargado de velar por la fe del ahijado,cuidadores
padrino,católico,religion
padrino,presente en bautismo y confirmación,ritual
padrino,protector,proteccion
premisa,afirmación,afirmacion
premisa,creencia,creencia
premisa,supuestos,suposicion
premisa,marco teórico,metodologia
premisa,hipótesis,metodologia
timidez,inseguridad,inseguridad
timidez,miedo,miedo
timidez,temor social ,antisocial
timidez,temperamento asocial,introversion
modales,comportamiento,comportamiento
modales,manifestaciones,manifestacion
modales,características,caracteristica
modales,forma de tratar a otros,comportamiento
modales,educación social,educacion
indicio,pista,pista
indicio,rastro,huellas
indicio,evidencia,evidenciar
indicio,huella,huellas
indicio,lo que queda después que algo sucede,pista
indicio,vestigio,huellas
indicio,indicación,senales
influjo,poder,poder
influjo,autoridad,autoridad
influjo,manifestación,manifestacion
influjo,causa,proposito
influjo,intromisión,interrumpir
dulzura,Sabor del azúcar,sabor
dulzura,Actitud amable y cariñosa,amabilidad
dulzura,Actitud amable y cariñosa,afectividad
dulzura,Nivel de sensación de dulzor,sabor
dulzura,Contrario a amargor,dulce
dulzura,enternecimiento,ternura
dulzura,empalagoso,empalagoso
dulzura,azucarado,azucar
dulzura,dañino para el pancreas,enfermedad
dulzura,prohibido para diabéticos,dieta
dulzura,la stevia da dulzura,dulce
réplica,respuesta,respuestas
réplica,movimiento post terremoto,sismo
réplica,acción de contestar,accion_fisica
réplica,copia,imitacion
réplica,alegato,demandar
espanto,terror,miedo
espanto,fantasman,fantasma
espanto,miedo,miedo
espanto,palidez,palidez
espanto,asusto,miedo
espanto,ver un fantasma,fantasma
espanto,emoción,emociones
vanidad,superficialidad,superficial
vanidad,orgullo,orgullo
vanidad,engreimiento,arrogancia
vanidad,presunción,arrogancia
vanidad,sobrevaloración propia,egocentrico
vanidad,arrogancia,arrogancia
socorro,auxilio,auxilio
socorro,ayuda,ayudar
socorro,apoyo en momento de urgencia,ayudar
socorro,respaldo,sustento
suspiro,aire,aire
suspiro,viento,aire
suspiro,respiración,respirar
suspiro,alivio,alivio
suspiro,exasperación,furia
suspiro,impaciencia,impaciencia
suspiro,enfado,frustacion
suspiro,decepción,decepcion
suspiro,cansancio,cansancio
suspiro,profundo,profundidad
hoguera,fuego,fuego
hoguera,calor,caliente
hoguera,quema,quemaduras
hoguera,en ellas se quemaban a las brujas,mitologia
hoguera,cantar alrededor de una,fiesta
hoguera,destrucción,destruccion
hoguera,furia,furia
hoguera,punto de encuentro y convivencia,reunion
hoguera,puede tener connotación positiva o negativa,positivo
hoguera,puede tener connotación positiva o negativa,negativo
hoguera,grande,tamanos
parcela,grande,inmensidad
parcela,casa,hogar
parcela,patio,jardineria
parcela,espacio,espacio
parcela,trozo de tierra,terreno_delimitado
parcela,extenso,amplitud
parcela,división,limitaciones
parcela,comprar,consumo
parcela,caro,costoso
espiral,eterno,duradero
espiral,mareo,malestar
espiral,una línea que se envuelve,linea
espiral,resorte,resorte
espiral,círculos,circunferencia
espiral,hay fideos con esta forma,comida
espiral,rulos,cabello
espiral,puede formar un cilindro si es ajustado,figura_geometrica
espiral,túnel,tunel
espiral,montaña rusa,parque_tematico
anciana,arrugas,arrugas
anciana,asilo,asilo
anciana,camina lento,lentitud
anciana,le cuesta escuchar y ver,envejecimiento
anciana,tiene muchas historias que contar,experiencia
anciana,experiencia y sabiduría,experiencia
anciana,experiencia y sabiduría,conocimiento
anciana,necesita ayuda,requiere_asistencia
anciana,muerte,muerte
anciana,exasperación,furia
anciana,puede ser abuela,abuelos
balanza,bien y mal,dicotomico
balanza,equilibrio,equilibrado
balanza,peso,medicion
balanza,verdulería,negocio
balanza,antigua,antiguedad
balanza,útil,utilidad
balanza,precisa,precision
balanza,metal,elemento_quimico
balanza,números,numero
balanza,decisiones,elegir
galaxia,infinita,infinito
galaxia,estrellas,estrella
galaxia,planetas,astros
galaxia,oscura,oscuridad
galaxia,sin oxígeno,asfixiante
galaxia,hermosa y misteriosa,belleza
galaxia,hermosa y misteriosa,suspenso
galaxia,desconocida,desconocido
galaxia,existen muchas,infinito
galaxia,astronomía,disciplina_cientifica
galaxia,telescopio ,instrumento_de_medicion
semilla,germinar,germinacion
semilla,crecer,crecimiento
semilla,planta,naturaleza
semilla,concepción,engendrar
semilla,cuidado,precaucion
semilla,riego y nutrientes,regadio
semilla,riego y nutrientes,nutritivo
semilla,no crece si se descuida,cuidadores
semilla,fortalecer,fuerza
semilla,nacimiento,engendrar
semilla,origen,origen
viajero,mundo,astros
viajero,trotamundos,trotamundo
viajero,avión,medio_de_transporte
viajero,barco,medio_de_transporte
viajero,mar,oceano
viajero,recorrer,recreacion
viajero,culturas,cultural
viajero,nómade,nomade
viajero,aventurero,aventura
viajero,explorador,explorar
cosecha,frutas y verduras,frutas
cosecha,frutas y verduras,verduras
cosecha,se cosecha lo que se siembra,cultivo
cosecha,se puede usar en sentido figurado,abstraccion
cosecha,campo,paisaje
cosecha,árboles,arbol
cosecha,resultado,resultado
cosecha,paciencia,paciencia
cosecha,toma tiempo llegar a ella,paciencia
cosecha,satisfactorio,satisfecho
cosecha,premio,fortuna
madurez,adultez,adultos
validez,real,realismo
validez,que tiene respaldos,sustento
validez,veraz,veridico
validez,tangible,empirico
vínculo,conexión,conectar
vínculo,íntimo,intimidad
vínculo,innegable,inevitable
vínculo,inexplicable,inexplicable
vínculo,inesperado,inesperado
vínculo,importante,relevancia
levante,altura,estatura
levante,verticalidad,verticalidad
tributo,ofrenda,obsequio
tributo,merecido,digno
tributo,dios,deidad
tributo,admiración,admiracion
tributo,regalo,obsequio
tributo,obsequio,obsequio
montaje,falso,falsedad
montaje,teatro,teatral
montaje,puesta en escena,escenario
montaje,actuación,actores
montaje,mentira,mentir
montaje,engaño,enganar
montaje,elaborado,elaborar
montaje,diseño,diseno
montaje,trabajo,oficio
montaje,producción,produccion
trámite,documento,documento
trámite,complicado,dificil
trámite,demoroso,accion_prolongada
trámite,necesario,necesario
trámite,legal,legal
lástima,pena,angustia
lástima,compasión,compasion
lástima,algo que se siente hacia otras personas,empatia
lástima,sentimiento,sentimientos
lástima,llanto,angustia
lástima,decepción,decepcion
lástima,se dice cuando algo no tiene remedio,lamentarse
lástima,se siente frente a hechos malos,compasion
lástima,puede usarse en sentido irónico,ironia
lástima,opresión en el pecho,reaccion_corporal
milagro,Dios,deidad
milagro,Religión,religion
milagro,Magia,magia
milagro,Dolencia,afliccion
milagro,Solución,resuelve_problemas
milagro,Petición,peticion
milagro,Positivo,positivo
milagro,Sarcasmo,ironia
milagro,Inesperado,inesperado
milagro,Felicidad,felicidad
reflejo,narciso,narcisista
reflejo,agua,liquido
reflejo,espejo,cristal
reflejo,uno mismo,subjetivo
reflejo,espejismo,ilusion
reflejo,tal y como es,realismo
reflejo,autoconocimiento,introspeccion
reflejo,transparente,transparente
reflejo,luz,luz
reflejo,brillo,iluminacion
felinos,Peludos,velludo
felinos,Curiosos,curiosidad
felinos,Carnivoros,carnivoro
felinos,Cazadores,cazadores
felinos,Variados,diversidad
felinos,Ronroneo,ronroneo
letrero,Cartel,cartel
letrero,Aviso,anuncio
letrero,Informacion,informacion
letrero,Advertencia,advertencia
albañil,Habil,destreza
albañil,Fuerte,fuerza
albañil,Creativo,creatividad
albañil,Trabajador,laborioso
albañil,Esforzado,esfuerzo
albañil,Artista,artista
madrina,Acompañante,acompanar
madrina,Apoyadora,ayudar
madrina,Preocupada,preocupacion
péndulo,Va y ven,dicotomico
péndulo,Ciclico,ciclo
péndulo,Fisica,disciplina_cientifica
péndulo,Movimiento,movimiento
péndulo,Tiempo,tiempo
biólogo,Observador,observar
biólogo,Investigador,investigador
biólogo,Inteligente,inteligencia
biólogo,Libre,libertad
biólogo,Meticuloso,obsesividad
biólogo,Curioso,curiosidad
aristas,Puntuales,especifico
aristas,Definidas,figura
hormona,Biologia,disciplina_cientifica
hormona,Cuerpo humano,cuerpo_humano
hormona,Natural,naturaleza
hormona,Desarrollo,crecimiento
neblina,Poca visibilidad,visibilidad_reducida
neblina,Oscura,oscuridad
neblina,Tenebrosa,horrorifico
neblina,Humeda,humedo
resorte,Ley de Hooke,formula_matematica
resorte,FIsica,disciplina_cientifica
resorte,Movimiento armonico,movimiento
resorte,Tecnologia,tecnologia
resorte,Suspenciones,suspencion
resorte,Reposicion,reposicion
pericia,Abilidad,destreza
pericia,Rapidez,inmediatez
pericia,Maestria,maestria
pericia,Destreza,destreza
lucidez,Sobriedad,sobriedad
lucidez,Salud,bienestar
lucidez,Despierto,despertar
facetas,Temporal,temporal
facetas,Personal,subjetivo
facetas,Periodo,periodo
facetas,Cambios,cambiante
reclamo,Alegar,demandar
reclamo,Enojo,frustacion
reclamo,Buscar arreglar algo,reparar
reclamo,Solucion,resuelve_problemas
evasión,Incorrecto,incorrecto
evasión,Destruccion,destruccion
evasión,Ilegal,ilegal
evasión,Malo,incorrecto
inercia,Fisica,disciplina_cientifica
inercia,Movimiento,movimiento
inercia,Energia,energia
inercia,Rotacion,rotacion
torpeza,Desconcentrado,distraccion
torpeza,Normal,normalidad
torpeza,Chistoso,gracioso
torpeza,Poco agil,lentitud
torpeza,Nulo,nulo
torpeza,Trabado,encarcelado
intriga,Curiosidad,curiosidad
intriga,Misterio,suspenso
intriga,Invetigar,investigador
solidez,Rigido,estatico
solidez,Dureza,dureza
solidez,Poca desformacion,uniforme
solidez,Resiliencia,resiliencia
aptitud,Personal,subjetivo
aptitud,Abilidad unica,exclusivo
aptitud,Destreza,destreza
suspiro,Ilusion,ilusion
suspiro,Decepcion,decepcion
suspiro,Estar cansado,cansancio
suspiro,No poder mas,limitaciones
suspiro,Ahogarse,asfixiante
suspiro,Querer escapar,escapar
suspiro,Necesidad de espacio,espacio
suspiro,Respirar,respirar
suspiro,Enamoramiento,enamoramiento
suspiro,Deseo,deseos
hoguera,Fuego,fuego
hoguera,Campo,paisaje
hoguera,Chimenea,mobiliario
hoguera,Aire libre,exterior
hoguera,Pinos,arbol
hoguera,Sentarse con amigos,reunion
hoguera,Marshmallows,dulce
hoguera,Mucho calor ,caliente
hoguera,Zapatos derretidos,riesgoso
hoguera,Alegria,felicidad
parcela,Idoneo,eficiente
parcela,Infancia,infancia
parcela,Perros,animal_domestico
parcela,Familia,familia
parcela,Aire Libre,exterior
parcela,Verde,color_claro
parcela,Naturaleza,naturaleza
parcela,Tranquilidad,tranquilidad
parcela,Pajaros,aves
parcela,Paz,tranquilidad
espiral,Tallarines,comida
espiral,Laberinto,laberinto
espiral,Curvas,linea
espiral,Confusión,confusion
espiral,Eterno,duradero
espiral,Ilusión optica,ilusion
espiral,Comer,alimentarse
espiral,Salsas,condimento
espiral,Cocina,cocinar
espiral,Amarillo,color_claro
anciana,Muerte,muerte
anciana,Arrugas,arrugas
anciana,Soledad,soledad
anciana,Aprendizaje,aprender
anciana,Lentitud,lentitud
anciana,Paciencia,paciencia
anciana,Entrega a lo que pase,compromiso
anciana,Despreocupacion,despreocupacion
anciana,Fin de las experiencias,finalizar
anciana,Fatalidad,muerte
balanza,Cocina,cocinar
balanza,Comer,alimentarse
balanza,Exactitud ,precision
balanza,Precisión,precision
balanza,Preocupaciones físicas,ciencia
balanza,Necesidad de conocimiento concreto,precision
balanza,Numeros,numero
balanza,Cocinar,cocinar
balanza,Chef,oficio
balanza,Peso ideal,estereotipo
galaxia,Universo,universo
galaxia,Morado,color_oscuro
galaxia,Colores,colores
galaxia,Infinito,infinito
galaxia,Lo desconocido,desconocido
galaxia,Falta de precisión,impreciso
galaxia,Hipotesis,metodologia
galaxia,Elementos,elemento_quimico
galaxia,Desorden,desorden
galaxia,Explosión,explosion
semilla,Arbol,arbol
semilla,Naturaleza,naturaleza
semilla,Nacimiento,engendrar
semilla,Cosecha,cultivo
semilla,Verde,color_claro
semilla,Cafe,color_oscuro
semilla,Tierra,terrestre
semilla,Plantar,cultivo
semilla,Abuelo,abuelos
semilla,Paciencia,paciencia
viajero,Avion,medio_de_transporte
viajero,Conocimiento,conocimiento
viajero,Experiencias,experiencia
viajero,Aventuras,aventura
viajero,Lugares,localidad
viajero,Maleta,contenedor
viajero,Aeropuertos,aeropuerto
viajero,Felicidad,felicidad
viajero,Vacaciones,vacaciones
viajero,Libertad,libertad
cosecha,Comida,comida
cosecha,Naturaleza,naturaleza
madurez,Adulto,adultos
madurez,Sobrevalorado,sobrevalorado
madurez,Necesario,necesario
madurez,Algo imposible de alcanzar,inalcanzable
madurez,Objetivo,objetivos
madurez,Utopico,utopia
madurez,Irrealista,ficcion
madurez,Aburrido,aburrido
madurez,Cerrado de mente,ficcion
madurez,Estricto,exigencias
validez,Comprobado,empirico
validez,Ciencia,ciencia
validez,Experimentos,experimentos
validez,Cierto,veridico
validez,Tener certeza,veridico
validez,Conocimiento,conocimiento
validez,Multitud,sobrepoblado
validez,Publico,publico
validez,Preciso,precision
validez,Verdadero,veridico
vínculo,Familia,familia
vínculo,Asociacion,asociacion
vínculo,Union,unificar
vínculo,Amor,amor
vínculo,Que alguien te importe,preocupacion
vínculo,Cercania,aproximarse
vínculo,Cadena,enlace
vínculo,Inseparable,inseparable
vínculo,Conexión,conectar
vínculo,Pareja,noviazgo
levante,Cama,mobiliario
levante,Subir,trepador
levante,Agarrar ,accion_fisica
levante,Tomar algo y subirlo,accion_fisica
levante,Despertar,despertar
levante,Mañana,ciclo_del_dia
levante,Inicio,comenzar
levante,Temprano,madrugar
levante,Sueño,dormir
levante,Flojera,holgazanear
tributo,Journey,viaje
tributo,Honor,honorable
tributo,Fama,fama
tributo,Fans,fanaticada
tributo,Inspiracion,inspiracion
tributo,Idolos,idolos
tributo,Recrear,elaborar
tributo,Intentar,intencion
tributo,Imposible de alcanzar,inalcanzable
tributo,Musica,musica
montaje,Carabineros,policia
montaje,Protestas,protesta
montaje,Desconocido,desconocido
montaje,Misterio,suspenso
montaje,Mentiras,mentir
montaje,Extremismo,radicalizacion
montaje,Pelea sucia,pelea
montaje,Quedar mal con los demás,desagrado
montaje,Fingir,mentir
montaje,Rumores,calumnia
trámite,Fome,aburrido
trámite,Latero,aburrido
trámite,Notaria,juridico
trámite,Adultez,adultos
trámite,Estado,estados
trámite,Innecesario,innecesario
trámite,Lento,lentitud
trámite,Ineficaz,ineficiencia
trámite,Largo,accion_prolongada
trámite,Perder el tiempo,ineficiencia
lástima,Pena,angustia
lástima,Verguenza,verguenza
lástima,Sentirse incapaz de ayudar,incapacidad
lástima,Ver a alguien en una situacion penosa,compasion
lástima,Negativo,negativo
lástima,Desagradable,desagrado
lástima,Situación que prefiero evitar,evadir
lástima,Llorar,angustia
lástima,Desesperación,desesperacion
lástima,Sentirme inutil,inutilidad
milagro,Iglesia,iglesia
milagro,Religión,religion
milagro,Agua,liquido
milagro,Imposible,imposible
milagro,Utopico,utopia
milagro,Mito,mitologia
milagro,De boca en boca,comunicacion
milagro,Inexplicable,inexplicable
milagro,Sueño,dormir
milagro,Misterioso,suspenso
reflejo,Doble,doble
reflejo,Sin sentimiento,inexpresivo
reflejo,Visión,visibilidad
reflejo,Igual,igualdad
reflejo,Espejo,cristal
reflejo,Verse a si mismo,subjetivo
reflejo,Busqueda,descubrimiento
reflejo,Alma,inmaterial
reflejo,Cuerpo,cuerpo_humano
reflejo,Imagen,identidad
costura,tejido,tejer
costura,chaleco,vestimenta
costura,ropa,vestimenta
costura,cojines,cojin
costura,alta costura,alta_costura
costura,moda,tendencia
